GREasting,GRNorthing,NumberofVehicles,Time,1st_Road,Road_Surface,LightingConditions,WeatherConditions,TypeofVehicle,CasualtyClass,Sex,Age,y
1235,437966,2,1300,51,0,5,1,14,2,1,6,2
1235,437966,2,1300,51,0,5,1,14,2,0,33,2
1413,431176,2,1325,48,0,5,1,0,0,1,58,1
1413,431176,2,1325,48,0,5,1,0,2,0,60,1
1413,431176,2,1325,48,0,5,1,13,0,1,32,2
1413,431176,2,1325,48,0,5,1,13,2,1,7,2
1413,431176,2,1325,48,0,5,1,13,2,0,3,2
1447,429239,3,1430,51,0,5,1,0,2,0,35,2
1447,429239,3,1430,51,0,5,1,0,2,0,36,2
1447,429239,3,1430,51,0,5,1,0,0,0,52,2
1514,449534,2,1200,0,0,5,1,0,0,0,29,2
1260,435019,1,2115,51,0,1,1,11,0,1,39,2
908,431744,2,1007,5,3,5,5,13,0,1,62,2
576,437268,1,930,51,0,5,1,0,1,0,80,2
1210,434792,2,1731,51,0,1,1,0,0,0,29,2
716,432020,2,1750,50,3,1,5,0,0,1,29,2
716,432020,2,1750,50,3,1,5,0,0,0,38,2
344,437712,1,1455,51,3,5,4,0,1,0,12,2
528,434117,3,858,17,0,5,0,11,0,1,45,1
665,435242,2,755,25,3,5,5,11,0,1,51,1
561,433045,2,1120,39,3,5,4,15,0,1,22,2
98,440966,2,1620,23,3,5,5,9,0,1,54,1
518,436523,2,1020,51,0,5,1,11,0,0,53,2
804,435049,2,1050,51,3,5,4,11,0,0,23,2
325,427527,1,1520,32,0,5,1,0,1,1,12,2
214,425602,3,1650,30,0,5,1,0,0,0,23,2
214,425602,3,1650,30,0,5,1,0,2,1,2,2
1060,432776,1,2220,5,0,2,1,0,1,1,32,1
1500,434863,2,1018,51,3,5,5,0,0,0,49,1
930,432656,2,1324,5,0,5,1,0,2,1,22,2
1181,427228,3,1925,48,3,1,1,0,0,1,23,2
1181,427228,3,1925,48,3,1,1,0,2,0,24,2
1018,430598,2,1340,51,0,5,1,0,0,0,22,2
1018,430598,2,1340,51,0,5,1,0,0,0,35,2
170,435644,2,1647,22,0,5,1,0,0,0,37,2
170,435644,2,1647,22,0,5,1,0,2,1,25,2
170,435644,2,1647,22,0,5,1,0,0,1,36,2
170,435644,2,1647,22,0,5,1,0,2,1,6,2
1227,436891,7,1652,51,0,5,1,0,2,0,14,2
70,441149,1,1600,51,0,5,1,10,0,1,50,1
237,438073,2,1540,51,0,5,1,11,0,1,12,2
1381,436955,2,1400,7,0,5,1,0,0,1,58,2
1386,434369,1,1845,51,0,1,1,0,1,1,8,1
48,440107,1,1630,23,0,5,1,0,1,1,13,2
1156,435823,2,140,2,0,2,1,0,0,1,39,2
254,443317,2,1634,25,0,5,1,9,0,1,17,1
161,437624,2,639,7,0,1,1,0,0,1,20,2
684,430094,2,850,19,0,5,1,11,0,1,17,2
99,435795,1,2141,41,0,2,1,0,0,0,35,2
887,433622,1,1318,51,0,5,1,14,1,1,73,1
660,428697,2,1513,51,0,5,1,11,0,1,12,2
1551,431653,1,1530,10,0,5,1,10,2,0,32,2
712,433463,2,1330,51,0,5,1,0,0,0,20,2
1058,428963,2,1845,51,0,1,1,0,0,1,31,2
1088,434212,3,2042,51,0,1,1,0,0,1,25,2
1105,435915,2,1443,51,0,5,1,11,0,1,6,1
1145,435878,2,1450,43,0,5,1,11,0,1,12,1
1117,436135,2,2105,51,0,2,1,0,0,0,51,2
825,433802,1,2256,51,0,2,1,14,1,1,40,2
1535,427449,1,205,21,0,1,1,0,0,0,21,2
886,434954,2,935,51,0,5,1,11,0,1,37,2
288,426876,2,1330,18,0,5,1,0,0,0,22,2
145,434140,5,1735,16,0,1,1,0,2,0,16,2
1277,434040,2,1115,12,0,5,1,14,2,1,49,2
1277,434040,2,1115,12,0,5,1,14,2,0,54,2
1277,434040,2,1115,12,0,5,1,14,2,0,32,2
1277,434040,2,1115,12,0,5,1,14,2,0,28,2
28,441606,5,1220,17,0,5,1,0,0,1,18,2
28,441606,5,1220,17,0,5,1,0,2,1,73,2
699,434952,2,845,25,0,5,1,11,0,0,28,2
1110,435064,2,1630,51,0,5,1,11,0,1,6,2
799,428053,3,2345,51,0,2,1,0,0,0,58,2
1311,434093,2,900,12,0,5,1,11,0,1,64,2
317,436366,2,1540,51,0,5,1,0,0,0,24,2
139,439312,2,914,51,0,5,1,0,0,1,39,2
1214,434068,2,1317,51,0,5,1,0,0,1,45,2
308,438110,1,1430,7,0,5,1,0,1,1,25,2
308,438110,1,1430,7,0,5,1,0,2,0,59,2
171,444326,1,1640,25,0,5,1,0,1,0,18,0
171,444326,1,1640,25,0,5,1,0,2,1,31,2
469,431697,2,1822,8,0,1,1,0,0,0,50,2
549,426086,4,1841,18,0,1,1,0,0,0,48,2
810,433390,1,505,51,0,1,1,9,0,1,24,1
900,433862,2,1300,51,0,5,1,0,0,0,33,2
907,431747,2,1415,5,0,5,1,0,0,0,36,2
907,431747,2,1415,5,0,5,1,0,2,0,18,2
455,441656,3,1625,51,3,5,1,13,0,1,39,2
264,432956,5,1834,7,3,1,5,0,0,1,19,1
264,432956,5,1834,7,3,1,5,0,2,1,18,2
264,432956,5,1834,7,3,1,5,0,2,0,17,2
264,432956,5,1834,7,3,1,5,0,2,0,19,2
264,432956,5,1834,7,3,1,5,0,2,1,25,1
264,432956,5,1834,7,3,1,5,0,2,0,20,2
64,439806,2,1830,17,3,1,5,11,0,1,44,1
93,441921,2,1857,51,3,1,5,0,0,0,52,2
93,441921,2,1857,51,3,1,5,0,2,1,33,2
93,441921,2,1857,51,3,1,5,0,0,0,50,2
93,441921,2,1857,51,3,1,5,0,2,0,16,2
93,441921,2,1857,51,3,1,5,0,2,0,16,2
93,441921,2,1857,51,3,1,5,0,2,0,16,2
707,435417,1,2205,51,0,2,1,0,1,1,44,2
308,429181,2,1610,50,0,5,1,0,0,1,32,2
308,429181,2,1610,50,0,5,1,0,2,0,28,2
204,428547,2,1715,8,0,1,1,0,2,1,36,2
204,428547,2,1715,8,0,1,1,0,2,0,34,1
204,428547,2,1715,8,0,1,1,0,2,0,1,2
1360,440645,2,2200,51,0,0,1,0,0,1,81,1
1102,426811,2,2200,51,0,2,1,0,0,0,53,2
1057,433877,2,2318,51,0,2,1,0,2,0,83,2
782,434276,2,59,25,0,2,1,0,0,1,71,2
782,434276,2,59,25,0,2,1,0,2,0,61,2
782,434276,2,59,25,0,2,1,0,2,1,60,1
782,434276,2,59,25,0,2,1,0,2,0,33,2
782,434276,2,59,25,0,2,1,0,2,1,41,2
1458,432752,2,1201,51,0,5,1,0,0,0,60,2
1458,432752,2,1201,51,0,5,1,0,2,1,62,2
550,431347,2,1240,18,0,5,1,0,0,1,65,2
1545,431648,2,1410,10,0,5,1,11,0,1,51,2
404,432649,3,2100,51,0,1,1,0,0,1,31,2
785,434258,2,1210,25,0,5,1,11,0,1,31,1
1403,436497,3,830,12,0,5,1,0,0,1,69,2
1304,433504,2,1145,51,0,5,1,9,0,1,26,1
898,435053,2,1308,51,0,5,1,0,2,1,22,2
898,435053,2,1308,51,0,5,1,0,2,1,4,2
898,435053,2,1308,51,0,5,1,0,0,0,24,2
392,439567,2,1430,51,0,5,1,0,2,0,57,2
108,443856,3,1100,51,3,5,5,0,0,0,50,2
108,443856,3,1100,51,3,5,5,0,2,1,37,2
6,441408,2,1313,51,3,5,5,0,0,1,79,2
6,441408,2,1313,51,3,5,5,0,2,0,80,2
1284,425893,2,1025,5,3,5,5,0,0,1,56,2
1072,434776,3,1100,51,3,5,5,0,0,0,81,2
692,431411,1,1417,51,0,5,1,0,1,0,28,2
1196,442366,2,1635,5,3,5,1,0,0,0,29,2
1,442967,2,1655,51,3,5,5,0,0,1,58,1
1,442967,2,1655,51,3,5,5,0,0,0,65,2
12,442508,2,915,4,3,5,5,0,0,0,63,2
620,433965,1,2202,51,3,2,5,0,1,1,53,1
1143,425493,2,745,48,0,5,1,0,0,1,28,2
1425,433639,2,845,43,0,5,1,0,0,1,19,2
958,433454,1,930,51,0,5,1,14,2,1,18,2
958,433454,1,930,51,0,5,1,14,2,0,18,2
378,433448,1,1205,51,0,5,1,0,1,0,28,2
829,434151,2,740,51,0,5,1,11,0,1,22,2
416,426389,2,1855,18,0,1,1,11,0,1,8,1
1528,430072,2,140,51,0,2,1,9,0,1,35,1
115,435646,2,1900,51,0,1,1,0,0,1,32,2
1398,436383,2,1527,7,0,5,1,0,2,0,29,2
289,434206,1,1310,51,0,5,1,11,1,1,78,2
504,426284,2,1845,18,0,1,1,0,2,0,8,2
936,434221,2,1300,51,0,5,1,0,0,0,51,2
559,434427,2,1706,47,0,1,1,0,0,1,26,2
645,436841,2,1730,43,0,1,1,11,0,1,40,1
645,436841,2,1730,43,0,1,1,9,0,1,18,2
1358,433334,1,1839,51,0,1,1,0,1,1,9,2
194,438894,2,1700,51,0,1,1,0,0,0,18,2
194,438894,2,1700,51,0,1,1,0,2,1,18,2
173,431574,2,2055,51,0,2,1,0,0,0,79,2
1445,433821,2,16,51,0,2,1,15,2,0,17,2
1445,433821,2,16,51,0,2,1,15,2,0,16,2
207,433642,3,1327,16,0,5,1,0,0,1,23,2
517,435785,2,1342,25,0,5,1,11,0,0,20,2
1035,435807,2,1538,51,0,5,1,0,2,0,58,2
1319,431767,2,1735,51,0,1,1,0,0,1,65,2
1319,431767,2,1735,51,0,1,1,0,0,0,22,2
805,433252,2,845,51,0,5,1,11,0,1,36,2
1248,434374,2,1601,43,0,5,1,0,0,0,51,2
53,440531,1,1731,51,0,1,1,0,1,0,25,2
257,435408,1,1850,51,0,1,1,0,1,0,10,2
382,437968,2,1840,51,0,1,1,11,0,1,20,2
155,434864,2,1930,51,0,1,1,0,0,0,26,2
619,429803,2,2000,19,0,1,1,11,0,1,41,2
1025,428265,2,2209,51,0,2,1,11,0,1,20,2
1041,431446,1,820,51,0,5,1,0,1,1,33,2
268,435415,1,1505,51,0,5,1,15,1,1,15,2
315,436623,1,24,47,3,2,5,0,0,1,43,2
777,432344,1,2330,50,0,2,1,0,1,1,49,2
516,435089,2,2100,51,0,1,1,11,0,1,26,2
46,439929,1,2137,51,0,1,1,0,1,0,11,2
1387,441263,1,730,51,0,1,1,0,1,0,14,2
1255,432378,2,1630,10,0,5,1,11,0,1,20,2
1216,434085,2,1630,51,0,5,1,11,0,1,11,2
162,434769,1,1700,51,0,1,1,0,1,0,4,2
643,432443,2,1650,51,0,5,1,0,0,0,29,2
798,433416,1,1806,51,0,1,1,14,1,1,24,2
798,433416,1,1806,51,0,1,1,14,1,0,25,2
150,434669,2,757,42,0,5,1,0,0,1,20,2
150,434669,2,757,42,0,5,1,0,0,0,33,2
148,433815,2,1055,51,0,5,1,11,0,1,38,2
1560,435505,1,1221,0,0,5,1,4,0,1,23,1
1315,433956,2,1435,43,0,5,1,9,0,1,28,1
1238,435236,1,2220,51,0,2,1,0,1,1,6,2
487,436065,3,2345,25,0,2,1,5,0,1,23,2
866,433402,1,1945,51,0,1,1,11,1,0,35,2
1107,436140,2,1429,51,0,5,1,0,0,1,43,2
678,435455,1,1520,51,0,5,1,0,1,0,5,1
1557,444573,2,1550,51,0,5,1,11,0,1,43,2
304,432240,2,1805,6,0,1,1,0,0,1,43,2
509,433507,1,943,51,0,5,1,11,0,1,34,2
509,433507,1,943,51,0,5,1,11,1,0,25,2
144,432459,1,130,51,0,1,1,0,1,1,37,1
653,436937,2,1820,51,0,1,1,0,0,1,31,2
1497,447661,2,1831,2,0,1,1,4,0,1,45,1
647,431901,1,1940,51,0,1,1,0,1,1,8,2
1193,426215,4,835,48,3,5,5,0,0,1,46,2
1099,429079,1,1045,51,0,5,1,0,1,0,43,2
55,444952,2,720,51,0,1,1,0,0,0,43,2
55,444952,2,720,51,0,1,1,0,2,1,4,2
1170,436090,2,845,51,0,5,1,11,0,1,54,2
1007,433424,2,2010,5,0,1,1,0,0,0,26,2
666,431739,1,1419,51,0,5,1,0,1,1,92,1
659,429970,2,1630,51,0,5,1,11,0,0,45,1
1391,435283,2,1635,12,0,5,1,11,0,1,12,2
1243,438473,2,955,51,0,5,1,0,0,0,36,2
1243,438473,2,955,51,0,5,1,13,0,1,75,2
527,429572,2,1053,6,0,5,1,0,0,1,73,2
527,429572,2,1053,6,0,5,1,0,2,0,74,2
517,432714,3,1555,51,0,5,1,0,0,1,48,2
1437,434095,2,1700,51,0,1,1,11,0,1,11,2
1230,439364,3,2142,7,0,2,1,9,0,1,45,1
1230,439364,3,2142,7,0,2,1,9,0,1,39,2
1436,434648,2,2201,51,0,2,1,1,0,1,64,2
1131,435653,1,1400,2,0,5,1,0,1,1,23,2
980,433345,1,451,19,0,1,1,0,1,0,24,2
216,427591,3,1606,15,0,5,1,0,2,0,13,2
216,427591,3,1606,15,0,5,1,0,2,1,10,2
216,427591,3,1606,15,0,5,1,0,2,0,19,2
216,427591,3,1606,15,0,5,1,0,2,0,1,2
179,435833,2,1705,42,0,1,1,0,0,1,17,2
983,434148,2,2249,51,0,2,1,9,0,1,23,2
750,430544,1,1750,51,0,1,1,0,1,1,20,2
275,426550,1,800,30,0,5,1,0,1,1,32,2
63,445661,2,920,24,0,5,1,11,0,0,57,1
373,433456,2,1231,51,0,5,1,11,0,1,34,1
1293,435960,2,1602,51,0,5,1,0,2,0,40,2
871,431919,2,1650,50,0,5,1,10,0,1,44,2
1063,436307,2,750,43,0,5,1,11,0,1,28,2
403,434795,2,1710,23,0,1,1,11,0,1,33,2
1225,426957,2,740,5,0,5,1,0,0,1,18,2
1359,434760,2,1230,51,0,5,1,0,0,0,45,2
1440,435600,2,1900,51,0,1,1,11,0,0,59,1
761,433718,1,1305,51,0,5,1,14,2,0,50,2
433,431395,2,845,6,0,5,1,11,0,1,37,2
285,433080,2,1732,51,0,1,1,4,0,1,18,2
922,432382,2,1430,51,0,5,1,0,0,0,42,2
922,432382,2,1430,51,0,5,1,0,2,0,12,2
1135,430492,1,2125,5,0,1,1,0,0,1,23,2
1135,430492,1,2125,5,0,1,1,0,2,0,18,2
1135,430492,1,2125,5,0,1,1,0,2,1,24,2
496,432828,2,1135,39,0,5,1,14,2,0,54,2
496,432828,2,1135,39,0,5,1,14,2,0,33,2
422,433545,2,1554,51,0,5,1,11,0,0,7,2
407,433671,2,1635,16,0,5,1,11,0,1,27,2
1371,437937,2,800,51,0,5,1,11,0,1,50,2
1400,426611,2,1905,14,0,1,1,0,0,1,63,2
1400,426611,2,1905,14,0,1,1,0,0,1,36,2
1355,438404,2,1715,2,0,1,1,0,0,0,42,1
999,432290,2,1052,5,3,5,3,0,0,0,33,2
999,432290,2,1052,5,3,5,3,0,0,0,33,2
999,432290,2,1052,5,3,5,3,0,2,0,62,2
1261,432313,2,1301,10,0,5,1,0,0,1,49,2
807,445290,2,1602,51,0,5,1,10,0,1,31,2
1073,435026,1,830,51,0,5,1,0,1,1,9,2
185,444012,2,917,23,0,5,1,14,2,0,23,2
273,432854,1,1122,6,3,5,1,0,0,1,18,2
466,430806,2,1250,6,0,5,1,0,0,0,27,2
466,430806,2,1250,6,0,5,1,0,2,0,1,2
431,433572,2,1530,51,3,5,1,11,0,0,8,2
591,433148,2,800,2,3,5,5,0,0,0,27,2
648,428911,2,413,51,3,4,5,0,0,0,37,2
1327,430344,2,900,48,3,5,5,0,0,0,25,2
58,441486,2,1130,51,0,5,1,11,0,1,15,2
1530,443713,1,2240,0,3,0,5,0,0,1,63,2
90,434974,4,2330,51,3,2,1,0,0,1,27,2
90,434974,4,2330,51,3,2,1,0,2,0,23,1
891,431861,3,932,19,0,5,1,13,0,1,58,2
896,433463,2,1716,51,0,1,1,14,2,1,40,2
1154,427779,2,1230,48,0,5,1,0,0,0,33,2
1324,436922,2,1315,51,0,5,1,13,2,1,33,2
1469,430954,1,1530,51,0,5,1,6,1,0,5,2
839,431740,2,1952,19,0,1,1,11,0,1,36,2
712,438688,1,2114,7,0,1,1,0,0,1,26,2
368,433083,2,2130,39,3,2,1,0,0,1,19,2
975,433291,2,530,51,0,1,1,10,0,0,27,1
554,434455,2,816,51,0,5,1,9,0,1,26,2
1051,433817,3,1329,51,0,5,1,0,0,1,23,2
1051,433817,3,1329,51,0,5,1,0,2,1,21,1
1051,433817,3,1329,51,0,5,1,0,0,0,60,2
883,433527,1,1430,51,0,5,1,14,1,1,63,2
928,431994,2,1445,51,0,5,1,0,0,0,42,2
928,431994,2,1445,51,0,5,1,0,2,0,3,2
1226,433811,2,1546,12,0,5,1,0,0,1,54,2
475,433666,2,816,51,3,5,1,11,0,0,26,2
826,433838,2,855,51,0,5,1,11,0,0,25,2
1037,434298,2,1610,51,0,5,1,11,0,1,23,2
395,440797,1,400,25,3,0,1,0,0,1,26,1
732,433812,2,1221,51,0,5,1,11,0,0,24,2
725,432902,1,1025,51,0,5,1,13,1,1,45,2
1236,436914,2,1921,51,0,1,1,0,0,0,21,2
1236,436914,2,1921,51,0,1,1,0,2,1,20,2
5,443064,1,1950,51,0,1,1,0,1,1,11,2
879,433049,2,759,51,3,5,1,11,0,1,33,2
570,436885,2,1651,51,3,5,1,9,0,0,40,1
374,438017,2,2050,25,3,2,5,0,0,0,33,1
679,438604,2,2213,7,3,2,5,0,0,1,39,1
86,441457,1,100,51,3,0,1,0,2,0,17,2
540,428713,1,300,19,3,2,1,0,0,1,23,2
1151,435832,2,445,43,0,2,1,15,0,1,53,2
1151,435832,2,445,43,0,2,1,15,2,0,24,2
277,436386,2,1425,51,0,5,1,11,0,1,50,1
578,432761,1,2215,15,3,2,1,0,1,1,58,1
776,432147,2,1145,50,0,5,1,0,0,1,51,2
203,438930,3,14,51,0,1,1,0,0,1,37,2
895,433789,1,1635,51,0,5,1,15,1,1,27,2
505,426664,2,1853,19,0,1,1,0,0,1,22,2
505,426664,2,1853,19,0,1,1,13,0,1,45,2
505,426664,2,1853,19,0,1,1,13,2,1,17,2
1536,428003,2,2352,21,0,2,1,0,0,1,22,2
1572,431696,2,600,51,0,1,1,11,0,1,62,2
753,433580,1,815,51,0,5,1,0,1,1,46,2
528,434441,1,2209,51,0,2,1,14,2,1,32,2
592,434107,2,1445,51,0,5,1,0,0,0,41,2
592,434107,2,1445,51,0,5,1,0,0,1,18,2
592,434107,2,1445,51,0,5,1,0,2,1,18,2
445,438585,3,1756,7,0,1,1,0,0,0,61,2
445,438585,3,1756,7,0,1,1,0,0,0,35,2
846,432826,2,1000,51,0,5,1,0,0,1,32,2
236,437862,4,1716,7,3,1,5,13,0,1,29,2
191,435960,2,1837,51,0,1,1,0,0,0,59,2
191,435960,2,1837,51,0,1,1,0,2,0,82,2
306,426763,2,1945,51,0,1,1,0,2,0,6,2
306,426763,2,1945,51,0,1,1,0,2,0,21,2
658,431242,2,2030,51,0,1,1,0,0,1,25,2
354,433263,1,1158,51,3,5,5,14,1,1,2,2
1342,428420,1,1230,51,0,5,1,15,1,0,84,1
572,427738,2,1800,19,0,1,1,4,0,1,27,2
579,432727,1,102,15,3,2,1,0,0,0,23,2
1325,437050,2,1034,51,0,5,1,14,2,0,53,2
1482,432441,2,1752,10,0,1,1,10,0,0,50,2
30,444994,2,1625,51,3,5,1,0,2,0,1,2
856,433251,1,341,51,0,2,1,0,1,0,19,2
387,438044,2,1900,7,0,1,1,0,0,1,41,2
858,433236,1,303,51,0,2,1,15,1,1,50,2
922,433454,2,1300,51,0,5,1,11,0,1,32,1
274,432143,1,825,51,0,5,5,15,2,0,27,2
1438,433829,2,1520,10,0,5,1,0,0,1,35,2
1072,435452,2,1754,51,0,1,1,1,0,1,23,2
369,431761,2,1700,2,0,1,1,11,0,1,46,2
513,435026,2,1130,51,0,5,1,9,0,1,31,2
178,434315,2,2018,51,3,1,1,11,0,1,29,2
152,434317,1,630,16,3,1,5,0,0,0,27,2
152,434317,1,630,16,3,1,5,0,2,0,19,1
857,433238,1,815,51,0,5,1,0,1,0,10,1
1022,433090,2,935,5,3,5,5,13,0,1,29,2
1104,430533,1,1555,50,0,5,1,13,0,1,25,2
501,434688,2,1730,51,0,1,1,11,0,1,23,2
1306,434047,2,1905,43,0,1,1,1,0,0,13,2
187,428168,2,2000,8,0,1,1,0,0,1,39,2
187,428168,2,2000,8,0,1,1,0,2,1,16,2
187,428168,2,2000,8,0,1,1,0,2,0,17,2
607,440198,2,2100,51,0,1,1,11,0,1,31,2
294,435677,2,1405,42,3,5,5,10,0,1,57,2
838,432144,1,630,19,3,1,1,0,0,1,49,2
1263,436539,2,1110,51,0,5,1,0,0,0,26,2
1263,436539,2,1110,51,0,5,1,13,0,1,45,2
1263,436539,2,1110,51,0,5,1,13,2,1,45,2
1168,435966,2,1230,51,0,5,1,0,2,1,41,2
533,431276,1,1336,15,0,5,1,0,1,1,74,1
39,445565,2,1415,51,0,5,1,11,0,1,21,1
1310,436532,2,1605,2,0,5,1,11,0,1,9,1
135,437852,2,1646,17,0,5,1,0,0,0,36,2
603,432861,2,1734,2,0,1,1,0,2,1,26,2
603,432861,2,1734,2,0,1,1,0,2,0,38,2
292,426849,2,1820,18,0,1,1,0,0,0,24,2
292,426849,2,1820,18,0,1,1,0,2,0,26,1
292,426849,2,1820,18,0,1,1,0,0,0,36,2
1218,427318,2,1912,5,0,1,1,0,0,1,47,2
68,437015,2,1733,51,0,1,1,0,0,1,51,2
1460,444884,2,750,2,0,5,1,11,0,0,47,2
702,434940,2,830,25,0,5,1,11,0,1,30,1
337,428407,2,900,51,0,5,1,0,0,0,21,2
1525,434615,2,1310,48,0,5,1,8,0,1,61,1
1197,433709,2,1445,12,0,5,1,11,0,1,52,2
84,434064,2,1625,51,0,5,1,0,0,0,30,2
84,434064,2,1625,51,0,5,1,0,0,1,34,2
1393,437441,2,1846,51,0,1,1,0,0,0,31,2
1456,433226,1,539,7,0,1,1,0,0,1,24,2
543,431638,4,726,50,0,1,1,13,0,1,47,2
543,431638,4,726,50,0,1,1,0,0,0,38,2
1455,433231,2,955,7,0,5,1,0,0,0,39,2
615,433348,3,1015,3,0,5,1,0,0,1,31,2
215,434636,2,1030,22,0,5,1,0,0,0,56,2
1418,434844,2,1040,7,0,5,1,0,0,1,83,2
1418,434844,2,1040,7,0,5,1,0,2,0,75,2
120,433354,2,1250,51,0,5,1,14,2,0,86,2
641,429875,3,1530,51,0,5,1,9,0,0,41,2
817,435531,3,1855,51,3,1,5,0,0,0,35,2
817,435531,3,1855,51,3,1,5,0,0,1,36,2
817,435531,3,1855,51,3,1,5,0,0,0,57,2
918,431423,3,1420,50,0,5,1,0,2,0,23,2
448,436910,1,1523,25,0,5,1,14,2,0,3,2
684,438616,2,1718,7,0,5,1,0,0,0,31,2
1570,435123,3,1500,24,0,5,1,10,0,1,60,2
1480,432386,2,1515,14,0,5,1,11,0,1,57,2
111,441758,2,1623,23,0,5,1,4,0,1,50,2
417,433073,2,2340,39,0,2,1,11,0,1,27,2
1054,433436,2,2000,51,0,1,1,9,0,1,28,1
1004,433978,3,1700,51,0,1,1,0,2,1,30,1
1274,434013,2,1720,12,0,1,1,11,0,1,21,2
785,426419,2,2145,49,3,2,1,0,2,1,20,2
785,426419,2,2145,49,3,2,1,8,2,1,49,2
491,436066,1,1210,51,0,5,1,13,1,1,46,2
9,442819,2,1600,17,0,5,1,11,0,0,51,1
1006,435788,2,1700,51,0,1,1,11,0,1,38,1
762,433736,2,800,51,0,5,1,10,0,1,50,1
15,441352,2,1505,4,0,5,1,9,0,1,18,2
1194,435380,1,1724,51,0,1,1,4,1,1,7,2
429,434619,3,1715,17,0,1,1,11,0,1,23,1
151,434664,2,1835,42,0,1,1,0,2,1,8,2
243,433877,2,1840,51,0,1,1,11,0,0,39,2
869,425103,2,1220,18,0,5,1,0,0,0,24,2
636,429816,2,1330,51,0,5,1,0,0,0,38,2
636,429816,2,1330,51,0,5,1,0,2,1,6,2
357,433224,2,1900,51,0,1,1,9,0,1,55,1
547,429063,2,1032,19,3,5,1,0,0,0,35,2
546,429062,2,1058,51,0,5,1,0,0,0,47,2
1323,437023,2,1446,51,3,5,1,0,0,0,34,2
622,433683,2,1600,51,0,5,3,10,0,1,44,2
1205,426200,2,1040,49,0,5,1,0,2,0,83,2
1563,436582,2,1136,0,0,5,1,10,0,1,57,2
1161,432727,2,1358,51,0,5,1,15,1,1,12,2
49,434022,2,2300,51,0,2,1,0,0,1,22,1
128,427881,1,1134,18,0,5,0,0,0,1,68,2
952,435884,1,1345,51,0,5,1,0,0,1,36,2
952,435884,1,1345,51,0,5,1,0,2,0,13,2
952,435884,1,1345,51,0,5,1,0,2,0,12,2
952,435884,1,1345,51,0,5,1,0,2,0,12,2
1081,431610,2,1428,11,0,5,1,0,0,1,30,2
1081,431610,2,1428,11,0,5,1,0,2,1,40,2
955,433176,2,1745,51,0,1,1,0,2,0,25,2
628,426429,3,1520,49,0,5,1,8,0,1,43,2
772,430695,2,1900,51,0,1,1,0,0,1,37,2
