GREasting,GRNorthing,NumberofVehicles,Time,1st_Road,Road_Surface,LightingConditions,WeatherConditions,TypeofVehicle,CasualtyClass,Sex,Age,y
764,433793,2,1929,51,0,2,1,10,0,1,25,2
1305,433529,2,650,51,0,1,1,11,0,0,22,2
1511,447929,2,1655,1,0,5,1,10,0,1,37,2
163,437656,2,1855,51,0,2,1,0,0,0,26,2
380,438066,2,645,25,0,1,1,11,0,0,51,2
193,438894,3,1435,51,0,5,1,0,0,0,76,1
711,435417,2,1850,51,0,2,1,11,0,1,20,2
1252,435969,1,2030,2,0,2,1,1,1,1,31,2
594,430832,2,2300,51,0,2,1,11,0,1,33,2
1517,431124,1,1000,51,0,5,1,0,1,0,77,2
765,433923,1,1014,51,0,5,1,6,1,0,69,2
596,435030,2,1830,51,0,2,1,11,0,1,19,2
1295,429746,3,1845,11,0,2,1,0,0,1,45,2
881,433917,1,2155,51,0,1,1,0,1,1,50,2
233,437629,2,2328,51,0,2,1,0,0,1,44,2
599,435596,1,1550,25,0,5,1,0,1,0,19,1
1265,433999,2,1710,12,0,2,1,14,2,0,62,2
1265,433999,2,1710,12,0,2,1,14,2,0,54,2
1265,433999,2,1710,12,0,2,1,14,2,0,18,2
1265,433999,2,1710,12,0,2,1,14,2,0,72,2
946,439043,2,1800,5,0,2,1,0,0,1,35,2
946,439043,2,1800,5,0,2,1,0,2,1,54,2
972,433941,2,1620,5,0,5,1,11,0,1,44,2
1267,425899,3,723,49,0,1,1,0,0,1,47,1
1267,425899,3,723,49,0,1,1,0,0,1,51,2
967,435348,2,1900,51,0,2,1,0,0,1,40,2
967,435348,2,1900,51,0,2,1,0,0,1,18,2
967,435348,2,1900,51,0,2,1,0,2,1,19,2
967,435348,2,1900,51,0,2,1,0,2,1,20,2
531,429614,2,1805,6,0,1,1,0,2,0,46,2
531,429614,2,1805,6,0,1,1,0,0,0,22,2
531,429614,2,1805,6,0,1,1,0,2,0,24,2
531,429614,2,1805,6,0,1,1,0,2,0,21,2
1059,428929,2,1936,51,0,2,1,0,0,0,51,2
969,438449,2,545,51,0,1,1,0,0,1,23,2
314,436541,2,1055,51,0,5,1,0,0,0,21,2
314,436541,2,1055,51,0,5,1,0,2,1,29,2
1433,435726,1,1400,51,0,5,1,13,1,1,15,2
1433,435726,1,1400,51,0,5,1,13,1,1,14,2
745,439018,3,1719,51,0,1,1,0,0,1,24,1
1547,445580,1,1000,24,0,5,1,13,1,0,64,2
1221,434708,2,1317,51,0,5,1,0,1,1,25,2
987,434255,2,1650,5,0,2,1,11,0,1,23,1
160,439355,1,730,51,1,1,1,0,2,1,3,2
844,438199,2,950,5,0,5,1,0,0,0,51,2
844,438199,2,950,5,0,5,1,0,2,0,26,2
844,438199,2,950,5,0,5,1,0,2,1,30,2
844,438199,2,950,5,0,5,1,0,2,0,28,2
1287,432728,1,955,47,1,5,1,9,0,1,22,1
285,433083,2,845,39,0,5,1,0,0,0,27,2
427,427847,2,1740,51,0,2,1,0,0,0,61,2
427,427847,2,1740,51,0,2,1,0,0,1,54,2
974,434008,2,1804,47,0,2,1,11,0,1,50,1
1419,428072,2,1820,51,0,2,1,11,0,1,44,1
256,432157,2,1950,51,0,2,1,0,0,0,25,2
713,433459,2,900,51,0,5,1,0,0,1,33,2
713,433459,2,900,51,0,5,1,14,2,0,60,2
713,433459,2,900,51,0,5,1,14,2,1,46,2
575,435667,2,905,25,0,5,1,11,0,1,19,1
175,435379,1,1643,51,0,2,1,0,1,0,34,2
175,435379,1,1643,51,0,2,1,0,1,0,5,2
956,430373,1,1700,47,3,2,1,0,1,0,13,1
555,434320,2,2116,51,0,2,1,11,2,0,33,2
758,438891,2,1929,7,3,2,1,0,0,1,18,2
996,430370,3,820,51,0,5,1,0,0,0,47,2
957,434645,2,1819,51,3,2,1,0,0,0,43,2
681,435494,1,1850,51,0,2,1,0,1,0,25,2
1420,434703,1,1630,51,0,5,1,14,2,0,70,2
1434,435579,2,1930,51,0,2,1,11,0,1,17,2
76,444988,1,2015,25,3,2,1,0,0,0,57,0
1075,435030,2,640,51,0,2,1,0,0,0,58,2
1134,435677,2,1850,51,0,2,1,11,0,1,56,2
1483,432701,2,1245,51,0,5,1,0,0,1,45,2
303,436262,2,1715,17,0,2,1,11,2,1,36,2
939,431867,2,1723,51,0,1,1,11,0,0,27,2
379,438686,2,2045,25,0,1,1,11,0,0,45,2
1097,435165,2,930,2,0,5,1,11,0,1,28,1
11,442525,2,1800,17,0,1,1,11,0,1,61,2
1173,425721,2,1140,48,0,5,1,0,0,0,68,2
997,428411,2,1507,51,3,5,5,9,0,1,21,1
537,434071,2,1750,17,0,2,1,11,0,1,50,2
1209,429757,2,1655,11,3,2,5,0,0,0,44,2
827,431161,2,1715,19,0,1,1,11,0,1,22,1
1546,441322,2,1725,0,3,0,5,0,2,0,73,2
1376,436467,2,1734,51,3,2,5,11,0,1,29,2
796,433403,2,1900,51,0,2,1,0,0,1,40,2
461,431118,3,2031,6,3,2,1,0,2,0,21,2
31,438418,2,1815,51,0,0,1,0,1,1,51,2
63,440967,2,1340,51,0,5,1,11,0,1,45,1
234,433366,2,1801,51,0,2,1,0,0,0,53,2
234,433366,2,1801,51,0,2,1,0,0,0,26,2
234,433366,2,1801,51,0,2,1,0,2,1,36,2
234,433366,2,1801,51,0,2,1,0,2,0,16,2
1183,438090,2,1805,51,3,2,1,0,0,1,40,2
1183,438090,2,1805,51,3,2,1,0,2,0,36,2
1183,438090,2,1805,51,3,2,1,0,2,1,3,2
1183,438090,2,1805,51,3,2,1,0,2,0,11,2
1183,438090,2,1805,51,3,2,1,0,0,1,32,2
208,435028,1,1924,22,0,2,1,0,1,0,16,2
733,431194,1,1929,51,0,2,1,0,1,1,9,2
401,439887,2,25,51,0,2,1,15,2,1,46,2
401,439887,2,25,51,0,2,1,0,0,1,32,1
1392,436407,2,2005,12,0,1,1,0,0,0,24,2
1490,439607,3,1125,12,0,5,1,0,2,1,30,2
1128,435537,2,1415,51,0,5,1,0,0,1,32,2
1050,429061,1,1800,51,0,2,1,0,1,1,45,2
1148,435800,2,2240,2,0,2,1,0,0,1,33,2
1148,435800,2,2240,2,0,2,1,0,0,0,50,2
1141,435746,1,2330,2,0,2,1,0,1,0,36,1
449,431563,2,654,51,3,1,1,11,0,0,49,2
968,435345,4,1143,51,0,5,1,0,0,0,23,2
1508,432078,1,1215,10,0,5,1,0,0,1,44,2
794,427470,1,1614,51,0,2,1,0,1,0,42,2
794,427470,1,1614,51,0,2,1,0,1,0,7,2
863,434077,2,1700,51,0,2,1,14,2,0,31,2
842,424015,2,1800,48,3,1,1,0,0,0,20,2
1195,426993,2,1830,48,0,2,1,0,0,1,31,2
1195,426993,2,1830,48,0,2,1,0,2,0,29,2
1195,426993,2,1830,48,0,2,1,0,2,1,7,2
1021,440305,2,1530,5,0,5,1,14,2,0,90,1
1201,433693,3,1728,12,3,2,1,0,0,1,53,2
938,433452,1,920,51,0,5,1,0,1,1,90,1
688,435212,1,2244,51,3,2,5,0,0,1,22,2
979,435450,2,805,51,3,5,1,11,0,1,60,2
410,435730,2,850,42,3,5,1,0,0,0,33,2
1186,436384,1,745,51,3,5,1,11,0,1,38,1
926,424872,2,915,18,0,5,1,11,0,0,30,2
633,435475,2,1001,25,0,5,1,11,0,0,21,2
595,435616,2,1611,51,3,5,1,11,0,0,57,1
1003,435944,2,1005,51,3,5,1,0,0,0,50,2
522,429592,2,830,6,0,5,1,0,0,0,19,2
522,429592,2,830,6,0,5,1,0,2,0,19,2
1219,427324,2,640,20,0,2,1,11,0,0,25,2
59,434364,1,815,16,0,5,1,0,1,1,10,2
1308,436479,1,1035,51,0,5,1,0,1,1,86,2
876,435929,2,1630,5,0,2,1,0,0,1,41,2
1242,434477,2,1756,43,0,2,1,0,0,1,47,2
1478,426600,2,2020,11,3,2,1,11,0,0,19,2
525,426417,2,1110,49,0,5,1,13,0,1,48,2
525,426417,2,1110,49,0,5,1,13,2,1,36,2
1039,434456,3,1449,51,0,5,1,0,0,1,51,2
124,432241,2,1657,51,0,2,1,0,0,0,32,2
860,433237,3,1700,51,0,2,1,0,0,1,62,2
860,433237,3,1700,51,0,2,1,0,2,0,35,2
394,433435,2,2013,51,3,2,3,5,0,1,16,1
816,433298,1,2145,51,0,2,1,0,1,1,34,1
814,433299,1,223,51,0,2,1,0,1,1,40,1
901,437713,2,1835,5,0,2,1,14,2,0,53,2
901,437713,2,1835,5,0,2,1,14,2,0,55,2
123,436817,2,1451,7,0,5,1,10,0,1,22,1
123,436817,2,1451,7,0,5,1,0,0,0,51,2
1336,425882,2,630,49,0,1,1,0,0,1,42,1
651,434552,2,945,51,0,5,1,11,0,0,30,2
1163,434987,2,1250,51,3,5,5,4,0,1,21,2
1567,433381,4,1612,0,0,0,1,0,0,0,79,2
492,436017,1,650,25,3,2,5,0,1,0,58,1
1111,437457,1,1519,51,0,5,1,0,1,1,11,2
646,435408,1,1618,25,0,2,1,0,1,0,13,2
646,435408,1,1618,25,0,2,1,0,1,0,14,2
947,434593,2,1635,51,0,2,1,11,0,1,51,2
903,431129,2,1840,50,3,2,1,10,0,1,55,2
165,437724,1,2219,51,0,2,1,4,0,1,48,2
1032,432028,2,945,51,0,5,1,0,0,1,51,2
359,426001,2,1630,49,0,2,1,0,0,1,33,2
198,428337,2,1317,8,0,5,1,4,0,1,20,2
752,434503,2,1550,25,3,1,5,14,2,1,49,1
339,435583,2,2140,17,3,2,3,0,0,1,24,2
34,441199,2,424,51,3,2,4,13,0,1,24,2
34,441199,2,424,51,3,2,4,15,0,1,47,2
1384,436940,2,730,51,3,1,1,0,0,0,31,2
1384,436940,2,730,51,3,1,1,0,2,1,8,2
1137,434897,1,1012,51,0,5,1,5,1,0,23,2
552,425662,1,1528,51,3,5,5,0,1,1,15,2
1084,432718,2,1613,10,3,2,5,0,2,0,12,2
1084,432718,2,1613,10,3,2,5,0,2,0,36,2
469,431697,3,1700,8,3,2,4,0,0,1,24,2
469,431697,3,1700,8,3,2,4,0,2,0,19,2
469,431697,3,1700,8,3,2,4,0,0,1,20,2
465,425810,2,1835,19,3,2,1,0,0,0,54,2
349,437875,1,805,51,1,5,1,0,1,0,12,2
390,437526,1,720,51,0,2,1,0,1,0,54,1
464,434458,2,818,17,1,5,1,11,0,0,27,2
741,430946,2,925,51,3,5,1,0,0,0,28,2
217,443542,2,930,25,0,5,1,9,0,1,18,2
1331,433751,2,1050,10,0,5,1,0,0,1,31,2
1331,433751,2,1050,10,0,5,1,0,2,0,30,2
1331,433751,2,1050,10,0,5,1,0,0,0,61,2
1331,433751,2,1050,10,0,5,1,0,2,1,64,2
1571,446987,2,1230,51,3,5,1,11,0,1,43,1
1187,438652,2,1545,51,3,5,1,0,0,0,52,2
1187,438652,2,1545,51,3,5,1,0,0,1,55,2
446,435873,2,1714,51,3,2,5,9,0,1,21,2
71,439495,2,1723,17,3,2,5,11,0,1,36,1
959,439192,3,1715,7,3,1,6,0,0,0,82,2
964,433454,1,30,51,0,1,1,0,1,1,24,2
425,426358,1,750,18,1,5,1,0,0,0,21,2
43,445711,1,1035,51,3,5,1,0,1,1,86,2
1281,426150,2,1705,5,0,2,1,9,0,1,50,1
457,434757,2,1600,51,0,5,1,14,0,1,45,2
457,434757,2,1600,51,0,5,1,14,2,0,30,2
457,434757,2,1600,51,0,5,1,14,2,0,24,2
457,434757,2,1600,51,0,5,1,14,2,0,35,2
457,434757,2,1600,51,0,5,1,14,2,1,48,2
457,434757,2,1600,51,0,5,1,14,2,0,44,2
457,434757,2,1600,51,0,5,1,14,2,0,37,2
806,436547,2,1740,5,0,2,1,0,0,1,57,2
806,436547,2,1740,5,0,2,1,0,2,0,57,2
988,434255,3,1857,5,0,2,1,0,2,0,40,2
795,433787,2,1645,51,3,2,1,11,0,1,30,2
639,437436,1,2153,42,3,2,1,0,0,1,15,1
639,437436,1,2153,42,3,2,1,0,2,1,24,0
639,437436,1,2153,42,3,2,1,0,2,1,14,0
639,437436,1,2153,42,3,2,1,0,2,1,12,0
639,437436,1,2153,42,3,2,1,0,2,1,15,0
639,437436,1,2153,42,3,2,1,0,2,1,24,0
788,434372,1,100,25,3,2,1,0,1,1,18,2
584,436496,3,1115,51,3,5,1,0,0,1,38,1
584,436496,3,1115,51,3,5,1,0,0,0,53,2
876,435928,2,1250,5,0,5,1,0,0,0,25,2
876,435928,2,1250,5,0,5,1,0,0,0,54,2
1513,449559,2,1600,0,3,5,1,0,0,0,60,2
1028,431212,2,1240,51,0,5,1,0,0,0,39,2
1028,431212,2,1240,51,0,5,1,0,2,0,76,2
1123,426348,2,1346,49,3,5,1,0,0,0,48,2
1123,426348,2,1346,49,3,5,1,0,2,0,37,2
1123,426348,2,1346,49,3,5,1,0,0,0,44,2
1123,426348,2,1346,49,3,5,1,0,2,0,35,2
1180,426118,2,1805,48,0,2,1,0,0,0,29,2
1180,426118,2,1805,48,0,2,1,0,2,1,30,2
1351,434642,2,730,12,0,2,1,11,0,1,27,2
52,440236,2,847,17,3,5,1,11,0,1,26,2
587,437012,2,935,42,0,5,1,11,0,1,31,2
629,425984,4,1400,20,0,5,1,0,0,0,51,2
267,440818,1,943,51,0,5,1,0,1,1,23,2
1461,427517,2,2215,51,0,2,1,0,0,1,28,2
1461,427517,2,2215,51,0,2,1,0,2,1,27,2
3,442021,2,2134,51,0,1,1,0,2,0,64,2
1333,435399,1,1605,51,0,5,1,14,2,1,85,2
110,432468,2,1644,51,0,2,1,0,0,0,74,2
110,432468,2,1644,51,0,2,1,0,2,0,96,2
1506,434536,3,1800,48,0,0,1,0,0,0,60,2
1506,434536,3,1800,48,0,0,1,0,0,1,38,2
366,438491,3,825,51,0,5,1,0,0,1,22,2
1237,434592,2,740,43,3,2,1,0,0,0,43,2
263,428294,2,1315,50,0,5,1,0,0,1,25,2
1070,434012,1,1510,51,3,5,7,14,2,0,55,2
815,434320,1,45,51,3,2,1,0,0,0,28,2
1550,439622,1,543,0,2,0,7,13,0,1,23,1
843,430949,4,520,51,1,2,1,0,0,1,32,2
723,433786,1,921,2,3,5,1,0,1,0,16,2
397,427932,2,1323,51,3,5,5,0,2,0,32,2
397,427932,2,1323,51,3,5,5,0,2,1,38,2
790,432848,2,1449,51,0,5,1,0,0,1,32,2
790,432848,2,1449,51,0,5,1,0,2,1,50,2
790,432848,2,1449,51,0,5,1,0,2,0,43,2
790,432848,2,1449,51,0,5,1,0,2,0,36,2
1519,444960,3,1630,0,0,0,1,0,0,0,29,2
864,433814,2,1445,51,0,5,1,6,1,1,24,2
1357,436031,2,1650,51,0,2,1,0,0,1,30,2
548,431345,1,1705,15,0,2,1,0,1,1,40,1
1020,428490,2,1742,51,0,2,1,0,0,1,50,2
80,434941,2,1813,51,0,1,1,0,0,1,51,2
1345,434565,2,1850,13,3,2,3,0,0,1,67,2
945,439041,2,1910,5,0,2,1,0,0,1,30,2
925,437074,3,2320,51,3,4,1,0,0,1,22,2
685,435266,2,2330,51,0,1,1,0,2,1,28,2
685,435266,2,2330,51,0,1,1,0,2,1,25,2
695,433727,2,152,2,0,2,1,0,2,1,25,2
695,433727,2,152,2,0,2,1,0,2,1,25,2
281,431369,2,1021,2,3,5,1,0,2,1,20,2
281,431369,2,1021,2,3,5,1,0,2,1,24,2
281,431369,2,1021,2,3,5,1,0,0,1,20,2
1107,436140,1,1800,51,2,2,7,0,1,0,45,2
482,426303,2,1827,19,3,2,1,0,0,1,37,2
482,426303,2,1827,19,3,2,1,0,2,1,34,2
482,426303,2,1827,19,3,2,1,0,0,1,48,2
1182,429817,2,1420,5,3,5,1,0,2,1,31,2
409,433523,2,2038,51,0,1,1,0,0,1,20,2
324,426099,2,852,49,0,5,1,0,0,0,33,2
1537,427996,2,1148,26,3,5,1,9,0,1,33,2
925,431796,2,855,5,0,5,1,0,0,0,18,2
925,431796,2,855,5,0,5,1,0,2,0,24,2
1473,430384,1,1450,14,3,5,1,14,1,0,80,1
868,434315,2,1635,13,3,2,1,0,2,1,4,2
868,434315,2,1635,13,3,2,1,0,0,0,21,2
1488,447400,2,1812,2,3,0,1,0,0,1,79,2
506,426678,2,2000,19,3,2,3,13,0,1,58,2
388,438041,2,2020,7,3,2,5,11,0,0,57,2
820,431022,2,300,19,3,2,1,9,0,1,40,1
1442,428987,2,1320,51,0,5,1,0,2,0,67,2
209,438095,1,1500,51,0,5,1,0,1,1,31,1
1052,438273,1,1510,51,0,5,1,0,1,0,13,1
1052,438273,1,1510,51,0,5,1,0,1,0,13,1
1476,431558,2,1550,14,0,2,1,0,0,0,39,2
545,429068,2,1615,6,3,2,1,0,0,1,59,2
545,429068,2,1615,6,3,2,1,0,2,0,57,2
1222,438359,1,1700,51,0,2,1,0,0,0,81,1
13,442438,2,1530,4,1,2,1,0,0,1,25,2
219,440283,2,1720,51,0,2,1,0,0,0,38,2
570,427778,2,1840,19,3,2,1,0,0,0,45,2
780,434289,1,1920,51,0,2,1,0,1,0,21,2
514,436712,1,36,51,3,2,5,0,0,1,18,2
1520,430749,1,337,36,3,2,1,13,0,1,22,1
1520,430749,1,337,36,3,2,1,13,2,1,18,1
1520,430749,1,337,36,3,2,1,13,2,0,24,1
1407,425919,2,500,49,0,2,1,0,0,1,24,1
100,432821,1,1730,51,0,2,1,9,0,1,55,2
100,432821,1,1730,51,0,2,1,9,1,1,53,2
673,438574,2,1034,7,0,5,1,0,0,1,46,2
241,425896,4,2356,30,3,2,0,0,0,1,23,2
82,440672,2,837,51,0,5,1,11,0,1,36,1
293,427095,2,1600,51,3,5,1,0,0,0,29,2
1043,431732,1,1800,51,0,2,1,15,2,0,15,2
1417,427362,1,1049,14,0,5,1,0,2,0,71,2
313,428180,1,1110,31,3,5,0,0,1,0,32,2
121,433427,2,1254,40,1,5,0,0,0,1,76,2
19,441578,1,1500,51,0,5,1,0,1,0,12,2
396,433439,1,1856,51,3,2,1,0,1,1,21,2
1190,435347,1,2000,51,1,2,4,0,1,0,58,1
25,432661,1,750,51,0,5,1,0,1,1,12,2
336,435581,2,1620,51,0,2,1,11,0,1,46,2
658,433513,2,1655,51,0,2,1,14,2,1,7,2
1509,432074,3,1806,10,3,2,1,0,0,1,49,2
1231,435859,2,2310,51,3,2,1,11,0,1,32,1
253,436514,2,715,17,0,2,0,0,2,1,26,2
484,433624,2,1835,16,0,2,1,5,0,1,25,2
484,433624,2,1835,16,0,2,1,0,0,0,32,2
580,432796,2,730,51,1,2,1,0,0,1,51,2
228,433189,1,857,6,3,5,1,13,1,0,78,2
1099,426429,2,902,49,0,5,3,13,0,1,26,2
1192,427031,3,925,48,3,5,1,0,0,1,36,2
1192,427031,3,925,48,3,5,1,0,0,1,59,2
414,434731,2,1245,17,3,5,1,11,0,1,57,2
1131,429798,3,1535,51,0,5,1,0,0,1,40,1
1131,429798,3,1535,51,0,5,1,0,0,0,36,2
1131,429798,3,1535,51,0,5,1,0,2,0,8,2
1131,429798,3,1535,51,0,5,1,0,2,0,7,2
1131,429798,3,1535,51,0,5,1,0,2,1,10,2
974,434007,2,1645,51,3,2,1,5,0,1,18,2
485,436097,1,1610,25,3,2,1,0,1,1,18,2
1176,435339,1,1823,51,3,2,5,0,1,0,47,2
1543,444969,2,2115,51,0,2,1,11,0,1,14,2
632,432948,2,835,51,3,5,1,11,0,1,41,2
321,439100,1,1806,51,1,2,1,0,1,1,10,2
634,435467,1,820,51,1,2,1,0,1,0,23,1
719,431223,1,840,51,1,5,1,2,1,1,10,2
153,434953,2,1100,51,3,5,1,12,0,1,51,2
153,434953,2,1100,51,3,5,1,12,2,0,77,2
1177,435328,3,1650,43,3,2,5,0,2,0,6,2
1177,435328,3,1650,43,3,2,5,0,2,0,5,2
1136,435700,2,2207,2,3,2,1,0,2,0,11,2
233,433181,2,635,6,0,2,1,0,0,1,29,2
784,434401,2,705,2,1,2,5,0,0,0,45,2
986,429956,1,800,51,1,5,1,5,0,0,24,2
136,435534,1,840,51,0,1,1,0,1,1,37,2
375,438009,2,755,7,3,2,1,11,0,1,43,2
1215,434076,1,900,51,1,5,3,0,1,0,10,2
1379,436251,1,954,51,0,5,1,14,2,0,71,2
261,432975,2,1200,39,0,5,1,0,0,1,57,2
261,432975,2,1200,39,0,5,1,0,0,0,52,1
358,437988,1,1210,7,3,5,1,0,1,1,13,1
1100,435184,2,1625,2,0,2,1,0,0,1,36,2
1062,434130,5,1518,51,0,5,1,0,1,1,10,1
714,433459,2,1620,51,0,2,1,11,0,1,42,2
1074,435028,2,1752,51,3,2,1,11,0,1,45,2
1295,435850,1,1755,51,3,2,1,14,2,1,64,1
1542,445001,1,2200,51,3,2,1,0,0,0,23,2
235,433369,2,655,51,3,2,1,4,0,1,25,1
415,440070,2,1100,51,3,5,1,11,0,1,36,2
1468,430267,2,1920,51,1,2,1,0,1,0,55,2
1286,434898,1,2007,51,3,2,1,0,1,0,16,2
131,440094,1,1733,51,1,0,1,0,0,1,18,2
131,440094,1,1733,51,1,0,1,0,2,1,19,2
1555,434874,1,1008,51,1,5,1,0,0,0,26,2
1555,434874,1,1008,51,1,5,1,0,2,1,2,2
1210,432044,2,1340,51,3,5,1,5,0,1,22,2
249,428997,1,1600,8,3,2,1,0,1,0,13,1
249,428997,1,1600,8,3,2,1,0,1,0,14,1
356,439906,2,1804,51,0,2,1,11,0,1,54,2
1103,434015,2,1330,51,0,5,1,9,0,0,27,2
542,432505,2,1759,8,3,2,1,11,0,1,42,2
1098,435185,3,845,2,3,5,1,0,0,0,26,2
879,432101,2,1620,51,0,2,1,13,0,1,35,2
934,431980,2,2235,51,0,1,1,0,1,1,38,1
182,438511,1,1530,51,0,2,1,0,1,0,66,0
182,438511,1,1530,51,0,2,1,0,1,0,1,2
1316,429930,2,1545,48,0,5,1,0,0,1,45,2
286,433080,2,1700,39,0,2,1,0,2,1,19,1
1052,428408,2,2030,51,3,2,1,9,0,1,19,1
890,433477,1,710,51,3,2,1,8,1,0,37,2
334,431665,2,930,51,0,5,1,0,0,1,79,1
368,431728,2,1735,6,0,2,1,11,0,0,33,2
391,439189,1,835,25,3,5,1,0,0,0,53,2
384,441341,2,1300,25,0,5,1,0,0,0,20,2
974,433827,2,1556,13,0,5,1,0,0,1,83,2
803,434208,1,1624,25,0,2,1,15,2,0,35,2
803,434208,1,1624,25,0,2,1,15,2,0,59,2
1522,430222,1,1700,51,0,2,1,0,1,1,69,1
463,436105,1,1300,42,0,5,1,0,1,1,13,1
855,435114,2,1555,51,3,1,1,11,0,0,46,2
1074,435030,2,1621,51,3,2,1,0,2,0,42,2
1074,435030,2,1621,51,3,2,1,0,0,1,38,2
878,427678,1,1920,51,3,2,1,0,1,1,24,2
1556,438926,2,1433,0,0,5,1,0,0,1,36,2
1556,438926,2,1433,0,0,5,1,0,2,0,27,2
1368,433394,2,1640,51,0,2,1,0,0,1,84,2
73,436984,2,1645,51,0,5,1,0,0,0,32,2
479,426124,1,2345,51,0,2,1,0,0,0,52,2
1494,435571,1,1355,47,3,5,1,0,0,1,26,1
1494,435571,1,1355,47,3,5,1,0,2,0,24,2
1365,434861,2,1454,12,0,5,5,15,0,1,42,2
473,431800,2,1050,51,0,5,1,0,0,1,28,2
473,431800,2,1050,51,0,5,1,13,0,1,57,2
234,433245,1,1105,51,3,5,1,9,0,1,23,2
77,441460,1,1334,51,0,5,1,0,1,1,7,2
1033,432793,3,2205,51,1,2,1,0,0,1,31,2
1033,432793,3,2205,51,1,2,1,0,2,1,25,2
789,427973,1,1610,51,3,5,1,9,1,0,18,1
538,432472,2,1800,8,0,2,1,0,0,1,48,2
538,432472,2,1800,8,0,2,1,0,2,0,31,2
1064,435060,2,1955,2,0,2,1,0,0,1,56,2
1474,433851,1,500,48,1,0,1,8,1,1,20,0
69,434568,2,816,7,1,5,7,0,0,0,24,2
948,436749,2,1439,51,2,5,1,0,2,1,29,2
130,433535,1,2215,39,3,2,1,0,1,1,36,2
1158,430008,2,107,50,3,2,5,0,0,1,18,1
1158,430008,2,107,50,3,2,5,0,2,1,18,1
335,438110,1,1120,7,3,5,4,0,1,0,16,2
1081,431610,2,1125,11,3,5,1,0,0,0,28,2
1081,431610,2,1125,11,3,5,1,0,2,1,23,2
1081,431610,2,1125,11,3,5,1,0,2,0,64,2
1561,435703,2,1345,0,0,5,1,0,0,0,70,2
4,443207,2,1550,51,3,0,1,0,0,1,35,2
4,443207,2,1550,51,3,0,1,0,2,0,35,2
4,443207,2,1550,51,3,0,1,0,0,1,23,2
1019,428170,1,1550,51,0,5,1,14,2,0,65,2
1013,439018,2,1345,51,0,5,1,0,0,1,21,2
875,431175,2,1515,51,2,5,7,0,0,1,19,2
875,431175,2,1515,51,2,5,7,0,2,1,21,2
467,436446,3,1935,51,3,2,5,4,0,1,23,2
45,434279,2,2111,45,3,2,5,0,0,1,20,2
1147,435868,2,2320,51,3,2,1,9,0,1,34,1
92,435973,2,1400,51,3,5,5,1,0,1,27,2
